id_solicitud,id_estudiante,id_periodo,id_curso,id_sede,id_horario,fecha,resultado
509,96,1,4,1,2,2024-02-01,ASIGNADA
510,96,1,5,3,1,2024-02-11,DESISTIDA
511,96,1,2,2,2,2024-02-08,ASIGNADA
512,96,1,9,1,2,2024-02-07,ASIGNADA
513,104,1,7,3,2,2024-02-02,DESISTIDA
514,104,1,9,2,1,2024-02-02,ASIGNADA
515,104,1,5,1,1,2024-02-05,SIN_CUPO
516,104,1,4,1,3,2024-02-08,ASIGNADA
517,207,1,7,2,1,2024-02-04,ASIGNADA
518,207,1,9,1,1,2024-02-10,SIN_CUPO
519,207,1,8,1,1,2024-02-06,SIN_CUPO
520,207,1,4,1,1,2024-02-07,SIN_CUPO
521,106,1,3,1,2,2024-02-07,ASIGNADA
522,106,1,8,3,1,2024-02-03,ASIGNADA
523,106,1,7,2,1,2024-02-04,ASIGNADA
524,106,1,9,1,1,2024-02-11,SIN_CUPO
525,2,1,9,2,1,2024-02-06,ASIGNADA
526,2,1,5,1,1,2024-02-05,SIN_CUPO
527,2,1,2,1,1,2024-02-05,SIN_CUPO
528,2,1,6,1,1,2024-02-07,SIN_CUPO
529,233,1,4,1,2,2024-02-01,ASIGNADA
530,233,1,8,2,1,2024-02-10,ASIGNADA
531,233,1,2,1,2,2024-02-06,ASIGNADA
532,233,1,1,1,1,2024-02-09,SIN_CUPO
533,162,1,9,1,1,2024-02-01,SIN_CUPO
534,162,1,4,1,1,2024-02-11,SIN_CUPO
535,162,1,7,1,1,2024-02-06,SIN_CUPO
536,162,1,2,1,1,2024-02-11,SIN_CUPO
537,230,1,4,2,1,2024-02-02,ASIGNADA
538,230,1,6,2,2,2024-02-01,ASIGNADA
539,230,1,8,2,3,2024-02-05,ASIGNADA
540,230,1,2,1,2,2024-02-06,ASIGNADA
541,48,1,2,2,1,2024-02-09,ASIGNADA
542,48,1,5,2,1,2024-02-05,ASIGNADA
543,48,1,8,1,1,2024-02-10,SIN_CUPO
544,48,1,9,1,2,2024-02-02,ASIGNADA
545,1,1,3,1,1,2024-02-07,SIN_CUPO
546,1,1,5,1,2,2024-02-01,NO_ELEGIBLE
547,1,1,1,3,3,2024-02-02,ASIGNADA
548,1,1,6,1,1,2024-02-03,SIN_CUPO
549,144,1,8,2,1,2024-02-07,ASIGNADA
550,144,1,4,2,1,2024-02-08,ASIGNADA
551,144,1,5,1,2,2024-02-03,ASIGNADA
552,144,1,6,1,2,2024-02-01,ASIGNADA
553,183,1,4,1,2,2024-02-11,ASIGNADA
554,183,1,2,3,1,2024-02-04,ASIGNADA
555,183,1,9,3,1,2024-02-10,ASIGNADA
556,183,1,3,1,1,2024-02-11,SIN_CUPO
557,62,1,1,3,3,2024-02-09,ASIGNADA
558,62,1,7,1,3,2024-02-08,ASIGNADA
559,62,1,6,1,3,2024-02-09,ASIGNADA
560,62,1,3,3,1,2024-02-06,ASIGNADA
561,77,1,8,1,1,2024-02-08,SIN_CUPO
562,77,1,9,1,2,2024-02-04,ASIGNADA
563,77,1,1,1,1,2024-02-02,SIN_CUPO
564,77,1,3,1,2,2024-02-01,ASIGNADA
565,189,1,9,1,1,2024-02-03,SIN_CUPO
566,189,1,6,1,2,2024-02-07,ASIGNADA
567,189,1,2,2,1,2024-02-04,ASIGNADA
568,189,1,7,2,2,2024-02-02,ASIGNADA
569,132,1,9,1,3,2024-02-04,ASIGNADA
570,132,1,1,1,2,2024-02-03,ASIGNADA
571,132,1,5,1,2,2024-02-07,ASIGNADA
572,132,1,7,2,2,2024-02-02,ASIGNADA
573,114,1,8,2,3,2024-02-01,ASIGNADA
574,114,1,5,1,3,2024-02-06,ASIGNADA
575,114,1,3,3,2,2024-02-04,ASIGNADA
576,114,1,6,1,1,2024-02-08,SIN_CUPO
577,155,1,6,1,1,2024-02-11,SIN_CUPO
578,155,1,9,2,2,2024-02-01,NO_ELEGIBLE
579,155,1,4,1,3,2024-02-07,ASIGNADA
580,155,1,1,3,2,2024-02-07,ASIGNADA
581,73,1,6,1,3,2024-02-11,ASIGNADA
582,73,1,1,3,1,2024-02-04,ASIGNADA
583,73,1,8,2,1,2024-02-09,ASIGNADA
584,73,1,9,1,3,2024-02-07,ASIGNADA
585,232,1,6,1,1,2024-02-10,SIN_CUPO
586,232,1,8,1,2,2024-02-03,ASIGNADA
587,232,1,5,1,1,2024-02-02,SIN_CUPO
588,232,1,1,1,2,2024-02-04,ASIGNADA
589,228,1,2,1,1,2024-02-09,SIN_CUPO
590,228,1,4,2,3,2024-02-10,ASIGNADA
591,228,1,5,1,2,2024-02-03,ASIGNADA
592,228,1,1,1,2,2024-02-05,ASIGNADA
593,213,1,4,1,1,2024-02-03,SIN_CUPO
594,213,1,3,1,1,2024-02-06,SIN_CUPO
595,213,1,1,2,1,2024-02-09,ASIGNADA
596,213,1,7,1,1,2024-02-11,SIN_CUPO
597,107,1,6,1,1,2024-02-07,SIN_CUPO
598,107,1,5,2,3,2024-02-02,ASIGNADA
599,107,1,3,1,3,2024-02-07,ASIGNADA
600,107,1,1,3,2,2024-02-08,NO_ELEGIBLE
601,222,1,6,2,2,2024-02-09,ASIGNADA
602,222,1,7,1,3,2024-02-05,ASIGNADA
603,222,1,9,2,3,2024-02-08,ASIGNADA
604,222,1,2,1,2,2024-02-09,ASIGNADA
605,75,1,4,1,3,2024-02-07,ASIGNADA
606,75,1,3,1,2,2024-02-03,ASIGNADA
607,75,1,2,1,1,2024-02-07,SIN_CUPO
608,75,1,7,1,1,2024-02-02,SIN_CUPO
609,52,1,5,1,2,2024-02-10,ASIGNADA
610,52,1,1,2,2,2024-02-09,ASIGNADA
611,52,1,3,2,1,2024-02-05,ASIGNADA
612,52,1,2,1,1,2024-02-09,SIN_CUPO
613,157,1,5,3,2,2024-02-10,ASIGNADA
614,157,1,2,2,1,2024-02-03,ASIGNADA
615,157,1,9,2,1,2024-02-09,ASIGNADA
616,157,1,1,1,2,2024-02-02,ASIGNADA
617,208,1,9,1,1,2024-02-11,SIN_CUPO
618,208,1,6,1,1,2024-02-03,SIN_CUPO
619,208,1,1,2,2,2024-02-02,ASIGNADA
620,208,1,5,1,2,2024-02-02,ASIGNADA
621,25,1,6,1,1,2024-02-06,SIN_CUPO
622,25,1,1,3,1,2024-02-02,ASIGNADA
623,25,1,3,1,2,2024-02-09,ASIGNADA
624,25,1,4,3,1,2024-02-03,ASIGNADA
625,72,1,9,1,1,2024-02-09,SIN_CUPO
626,72,1,3,2,2,2024-02-02,ASIGNADA
627,72,1,4,1,3,2024-02-02,ASIGNADA
628,72,1,2,1,1,2024-02-07,SIN_CUPO
629,129,1,2,2,1,2024-02-11,DESISTIDA
630,129,1,9,1,1,2024-02-05,DESISTIDA
631,129,1,4,1,1,2024-02-11,SIN_CUPO
632,129,1,6,1,3,2024-02-10,ASIGNADA
633,236,1,8,1,2,2024-02-02,ASIGNADA
634,236,1,7,2,1,2024-02-05,ASIGNADA
635,236,1,2,3,1,2024-02-10,ASIGNADA
636,236,1,6,1,1,2024-02-04,SIN_CUPO
637,11,1,1,1,1,2024-02-08,SIN_CUPO
638,11,1,9,3,2,2024-02-09,ASIGNADA
639,11,1,5,1,3,2024-02-03,ASIGNADA
640,11,1,2,2,1,2024-02-07,ASIGNADA
641,94,1,2,2,2,2024-02-10,ASIGNADA
642,94,1,8,1,1,2024-02-04,SIN_CUPO
643,94,1,5,3,1,2024-02-04,ASIGNADA
644,94,1,3,1,3,2024-02-04,ASIGNADA
645,46,1,1,1,1,2024-02-03,SIN_CUPO
646,46,1,3,1,1,2024-02-10,SIN_CUPO
647,46,1,5,1,1,2024-02-09,SIN_CUPO
648,46,1,2,1,2,2024-02-10,DESISTIDA
649,31,1,5,1,2,2024-02-09,ASIGNADA
650,31,1,7,2,1,2024-02-08,ASIGNADA
651,31,1,3,2,1,2024-02-10,ASIGNADA
652,31,1,1,3,3,2024-02-09,ASIGNADA
653,110,1,9,1,1,2024-02-09,SIN_CUPO
654,110,1,5,3,3,2024-02-11,DESISTIDA
655,110,1,7,2,1,2024-02-03,ASIGNADA
656,110,1,3,3,1,2024-02-03,ASIGNADA
657,197,1,1,2,1,2024-02-04,ASIGNADA
658,197,1,2,1,3,2024-02-05,ASIGNADA
659,197,1,3,3,1,2024-02-03,ASIGNADA
660,197,1,6,2,1,2024-02-09,ASIGNADA
661,66,1,1,1,3,2024-02-11,DESISTIDA
662,66,1,6,1,3,2024-02-01,NO_ELEGIBLE
663,66,1,7,2,1,2024-02-11,ASIGNADA
664,66,1,5,2,1,2024-02-07,ASIGNADA
665,21,1,2,1,1,2024-02-02,SIN_CUPO
666,21,1,9,1,2,2024-02-08,ASIGNADA
667,21,1,1,1,2,2024-02-09,ASIGNADA
668,21,1,6,1,1,2024-02-05,DESISTIDA
669,146,1,2,1,2,2024-02-02,SIN_CUPO
670,146,1,4,1,1,2024-02-08,SIN_CUPO
671,146,1,9,2,1,2024-02-08,NO_ELEGIBLE
672,146,1,6,1,1,2024-02-05,SIN_CUPO
673,55,1,2,1,3,2024-02-06,ASIGNADA
674,55,1,5,1,2,2024-02-02,ASIGNADA
675,55,1,3,1,1,2024-02-06,SIN_CUPO
676,55,1,6,1,2,2024-02-08,NO_ELEGIBLE
677,214,1,2,3,2,2024-02-06,ASIGNADA
678,214,1,6,1,3,2024-02-09,ASIGNADA
679,214,1,4,1,2,2024-02-04,ASIGNADA
680,214,1,1,2,2,2024-02-02,ASIGNADA
681,231,1,5,1,2,2024-02-02,ASIGNADA
682,231,1,9,2,2,2024-02-04,ASIGNADA
683,231,1,4,2,1,2024-02-01,ASIGNADA
684,231,1,6,1,1,2024-02-04,SIN_CUPO
685,43,1,2,1,2,2024-02-10,SIN_CUPO
686,43,1,1,1,3,2024-02-05,ASIGNADA
687,43,1,6,1,3,2024-02-05,ASIGNADA
688,43,1,9,3,2,2024-02-04,ASIGNADA
689,199,1,8,2,1,2024-02-01,SIN_CUPO
690,199,1,1,1,2,2024-02-07,ASIGNADA
691,199,1,9,2,1,2024-02-06,ASIGNADA
692,199,1,3,1,1,2024-02-06,NO_ELEGIBLE
693,79,1,1,3,3,2024-02-07,ASIGNADA
694,79,1,8,1,1,2024-02-06,SIN_CUPO
695,79,1,3,2,1,2024-02-10,ASIGNADA
696,79,1,4,1,1,2024-02-09,SIN_CUPO
697,234,1,5,1,1,2024-02-03,SIN_CUPO
698,234,1,3,3,3,2024-02-07,ASIGNADA
699,234,1,2,1,1,2024-02-09,SIN_CUPO
700,234,1,6,1,1,2024-02-10,SIN_CUPO
701,78,1,3,2,1,2024-02-04,ASIGNADA
702,78,1,5,1,1,2024-02-08,NO_ELEGIBLE
703,78,1,6,1,3,2024-02-07,SIN_CUPO
704,78,1,7,1,1,2024-02-09,NO_ELEGIBLE
705,136,1,2,2,1,2024-02-10,ASIGNADA
706,136,1,9,3,1,2024-02-06,ASIGNADA
707,136,1,1,3,1,2024-02-09,ASIGNADA
708,136,1,4,1,2,2024-02-05,ASIGNADA
709,176,1,3,1,1,2024-02-05,SIN_CUPO
710,176,1,6,2,2,2024-02-01,ASIGNADA
711,176,1,1,1,3,2024-02-04,ASIGNADA
712,176,1,9,1,2,2024-02-03,ASIGNADA
713,221,1,8,1,2,2024-02-10,ASIGNADA
714,221,1,7,1,1,2024-02-04,SIN_CUPO
715,221,1,2,1,1,2024-02-10,SIN_CUPO
716,221,1,9,1,1,2024-02-01,SIN_CUPO
717,3,1,7,1,1,2024-02-10,SIN_CUPO
718,3,1,8,2,1,2024-02-07,SIN_CUPO
719,3,1,5,1,1,2024-02-05,SIN_CUPO
720,3,1,6,1,1,2024-02-08,SIN_CUPO
721,84,1,3,1,1,2024-02-08,SIN_CUPO
722,84,1,6,2,1,2024-02-03,ASIGNADA
723,84,1,5,1,1,2024-02-09,SIN_CUPO
724,84,1,2,1,1,2024-02-08,SIN_CUPO
725,27,1,9,1,2,2024-02-03,ASIGNADA
726,27,1,7,2,1,2024-02-10,ASIGNADA
727,27,1,6,3,3,2024-02-02,ASIGNADA
728,27,1,1,3,2,2024-02-11,ASIGNADA
729,203,1,3,2,1,2024-02-08,ASIGNADA
730,203,1,7,1,1,2024-02-04,SIN_CUPO
731,203,1,8,2,1,2024-02-04,SIN_CUPO
732,203,1,9,2,2,2024-02-03,ASIGNADA
733,100,1,3,2,1,2024-02-08,ASIGNADA
734,100,1,8,1,1,2024-02-11,SIN_CUPO
735,100,1,6,1,1,2024-02-10,SIN_CUPO
736,100,1,1,1,1,2024-02-04,SIN_CUPO
737,210,1,7,1,3,2024-02-08,ASIGNADA
738,210,1,9,1,1,2024-02-01,SIN_CUPO
739,210,1,3,2,2,2024-02-07,ASIGNADA
740,210,1,1,2,1,2024-02-07,ASIGNADA
741,120,1,8,2,1,2024-02-05,SIN_CUPO
742,120,1,1,3,1,2024-02-05,ASIGNADA
743,120,1,7,1,2,2024-02-10,SIN_CUPO
744,120,1,9,2,2,2024-02-05,ASIGNADA
745,42,1,7,1,1,2024-02-09,SIN_CUPO
746,42,1,9,1,2,2024-02-10,ASIGNADA
747,42,1,6,1,1,2024-02-11,SIN_CUPO
748,42,1,1,3,1,2024-02-05,SIN_CUPO
749,82,1,7,3,1,2024-02-08,ASIGNADA
750,82,1,8,2,1,2024-02-08,SIN_CUPO
751,82,1,2,1,1,2024-02-11,SIN_CUPO
752,82,1,4,2,1,2024-02-03,ASIGNADA
753,148,1,9,1,1,2024-02-07,SIN_CUPO
754,148,1,4,2,2,2024-02-10,ASIGNADA
755,148,1,2,1,3,2024-02-07,ASIGNADA
756,148,1,8,1,1,2024-02-01,SIN_CUPO
757,181,1,5,1,1,2024-02-11,SIN_CUPO
758,181,1,8,3,1,2024-02-04,ASIGNADA
759,181,1,9,1,3,2024-02-07,ASIGNADA
760,181,1,3,3,2,2024-02-11,NO_ELEGIBLE
761,30,1,9,1,1,2024-02-08,SIN_CUPO
762,30,1,6,1,1,2024-02-04,SIN_CUPO
763,30,1,4,1,1,2024-02-02,SIN_CUPO
764,30,1,2,1,1,2024-02-04,SIN_CUPO
765,167,1,9,1,3,2024-02-10,ASIGNADA
766,167,1,6,1,1,2024-02-02,SIN_CUPO
767,167,1,8,1,2,2024-02-08,ASIGNADA
768,167,1,5,2,1,2024-02-05,ASIGNADA
769,57,1,7,1,1,2024-02-04,DESISTIDA
770,57,1,5,2,1,2024-02-05,ASIGNADA
771,57,1,4,1,1,2024-02-01,SIN_CUPO
772,57,1,1,2,2,2024-02-03,ASIGNADA
773,206,1,7,1,2,2024-02-11,SIN_CUPO
774,206,1,4,2,1,2024-02-07,NO_ELEGIBLE
775,206,1,2,3,1,2024-02-08,ASIGNADA
776,206,1,5,3,3,2024-02-11,ASIGNADA
777,190,1,2,1,1,2024-02-07,SIN_CUPO
778,190,1,3,1,3,2024-02-03,ASIGNADA
779,190,1,7,1,1,2024-02-04,SIN_CUPO
780,190,1,1,1,2,2024-02-05,ASIGNADA
781,13,1,8,2,1,2024-02-04,SIN_CUPO
782,13,1,9,1,2,2024-02-04,SIN_CUPO
783,13,1,2,2,2,2024-02-11,ASIGNADA
784,13,1,6,1,1,2024-02-05,SIN_CUPO
785,158,1,9,1,1,2024-02-10,SIN_CUPO
786,158,1,7,1,2,2024-02-10,SIN_CUPO
787,158,1,3,2,1,2024-02-06,ASIGNADA
788,158,1,6,1,3,2024-02-11,SIN_CUPO
789,182,1,7,1,1,2024-02-06,SIN_CUPO
790,182,1,4,1,1,2024-02-03,SIN_CUPO
791,182,1,2,1,1,2024-02-06,SIN_CUPO
792,182,1,3,1,1,2024-02-10,SIN_CUPO
793,61,1,2,1,1,2024-02-10,SIN_CUPO
794,61,1,4,2,2,2024-02-09,ASIGNADA
795,61,1,7,1,2,2024-02-03,SIN_CUPO
796,61,1,3,2,2,2024-02-10,ASIGNADA
797,217,1,4,3,3,2024-02-01,ASIGNADA
798,217,1,5,2,1,2024-02-11,ASIGNADA
799,217,1,9,1,1,2024-02-06,SIN_CUPO
800,217,1,2,1,1,2024-02-01,SIN_CUPO
801,26,1,7,1,2,2024-02-06,SIN_CUPO
802,26,1,6,1,1,2024-02-07,SIN_CUPO
803,26,1,2,1,1,2024-02-11,SIN_CUPO
804,26,1,8,1,2,2024-02-04,ASIGNADA
805,225,1,1,2,1,2024-02-07,SIN_CUPO
806,225,1,8,2,1,2024-02-02,SIN_CUPO
807,225,1,7,2,3,2024-02-01,ASIGNADA
808,225,1,5,1,2,2024-02-07,ASIGNADA
809,149,1,7,1,1,2024-02-03,SIN_CUPO
810,149,1,3,1,3,2024-02-07,SIN_CUPO
811,149,1,9,1,2,2024-02-03,SIN_CUPO
812,149,1,2,1,1,2024-02-10,SIN_CUPO
813,17,1,9,2,1,2024-02-08,ASIGNADA
814,17,1,6,3,2,2024-02-10,ASIGNADA
815,17,1,4,1,2,2024-02-07,ASIGNADA
816,17,1,5,1,3,2024-02-07,NO_ELEGIBLE
817,116,1,8,1,1,2024-02-04,SIN_CUPO
818,116,1,6,3,1,2024-02-07,ASIGNADA
819,116,1,5,1,1,2024-02-05,SIN_CUPO
820,116,1,7,2,2,2024-02-03,ASIGNADA
821,71,1,1,3,3,2024-02-08,ASIGNADA
822,71,1,4,1,1,2024-02-06,SIN_CUPO
823,71,1,3,3,1,2024-02-11,NO_ELEGIBLE
824,71,1,7,1,2,2024-02-07,SIN_CUPO
825,200,1,4,1,1,2024-02-02,SIN_CUPO
826,200,1,1,2,1,2024-02-07,SIN_CUPO
827,200,1,2,1,1,2024-02-04,SIN_CUPO
828,200,1,9,2,1,2024-02-10,ASIGNADA
829,127,1,6,1,1,2024-02-03,SIN_CUPO
830,127,1,9,2,1,2024-02-02,ASIGNADA
831,127,1,7,1,3,2024-02-02,ASIGNADA
832,127,1,5,2,1,2024-02-06,ASIGNADA
833,180,1,1,1,2,2024-02-03,ASIGNADA
834,180,1,2,2,2,2024-02-01,ASIGNADA
835,180,1,6,1,1,2024-02-03,SIN_CUPO
836,180,1,8,2,2,2024-02-04,ASIGNADA
837,138,1,6,1,1,2024-02-02,SIN_CUPO
838,138,1,9,1,3,2024-02-03,ASIGNADA
839,138,1,4,2,1,2024-02-02,ASIGNADA
840,138,1,2,1,1,2024-02-08,SIN_CUPO
841,204,1,8,3,1,2024-02-10,ASIGNADA
842,204,1,2,1,2,2024-02-10,SIN_CUPO
843,204,1,7,1,2,2024-02-07,SIN_CUPO
844,204,1,5,3,2,2024-02-01,ASIGNADA
845,215,1,4,1,2,2024-02-07,SIN_CUPO
846,215,1,6,1,2,2024-02-08,ASIGNADA
847,215,1,2,2,1,2024-02-02,ASIGNADA
848,215,1,8,3,1,2024-02-08,ASIGNADA
849,121,1,3,2,3,2024-02-02,ASIGNADA
850,121,1,7,1,1,2024-02-02,SIN_CUPO
851,121,1,1,1,1,2024-02-11,DESISTIDA
852,121,1,8,1,1,2024-02-02,SIN_CUPO
853,47,1,5,1,3,2024-02-03,NO_ELEGIBLE
854,47,1,8,2,3,2024-02-03,ASIGNADA
855,47,1,1,1,3,2024-02-10,ASIGNADA
856,47,1,3,3,2,2024-02-10,ASIGNADA
857,126,1,6,1,3,2024-02-08,SIN_CUPO
858,126,1,3,1,1,2024-02-04,SIN_CUPO
859,126,1,9,1,1,2024-02-10,SIN_CUPO
860,126,1,8,2,1,2024-02-08,SIN_CUPO
861,185,1,4,2,1,2024-02-06,ASIGNADA
862,185,1,1,1,1,2024-02-09,SIN_CUPO
863,185,1,2,1,1,2024-02-06,SIN_CUPO
864,185,1,7,3,2,2024-02-10,ASIGNADA
865,186,1,9,1,1,2024-02-02,SIN_CUPO
866,186,1,6,1,1,2024-02-05,NO_ELEGIBLE
867,186,1,7,2,2,2024-02-07,ASIGNADA
868,186,1,8,1,1,2024-02-09,SIN_CUPO
869,102,1,2,2,1,2024-02-11,ASIGNADA
870,102,1,3,3,1,2024-02-03,ASIGNADA
871,102,1,5,1,2,2024-02-06,ASIGNADA
872,102,1,7,2,1,2024-02-11,ASIGNADA
873,172,1,9,1,2,2024-02-09,NO_ELEGIBLE
874,172,1,5,1,2,2024-02-10,NO_ELEGIBLE
875,172,1,2,2,1,2024-02-06,ASIGNADA
876,172,1,4,2,1,2024-02-03,ASIGNADA
877,36,1,7,1,2,2024-02-06,SIN_CUPO
878,36,1,4,2,1,2024-02-10,ASIGNADA
879,36,1,1,2,2,2024-02-10,ASIGNADA
880,36,1,2,1,2,2024-02-11,SIN_CUPO
881,188,1,7,1,2,2024-02-07,SIN_CUPO
882,188,1,1,3,1,2024-02-07,SIN_CUPO
883,188,1,9,1,1,2024-02-07,SIN_CUPO
884,188,1,8,1,1,2024-02-09,SIN_CUPO
885,76,1,9,1,1,2024-02-08,SIN_CUPO
886,76,1,8,1,3,2024-02-05,ASIGNADA
887,76,1,4,1,1,2024-02-02,SIN_CUPO
888,76,1,7,1,1,2024-02-11,SIN_CUPO
889,51,1,3,1,1,2024-02-06,SIN_CUPO
890,51,1,4,3,1,2024-02-08,ASIGNADA
891,51,1,6,1,3,2024-02-11,SIN_CUPO
892,51,1,7,2,2,2024-02-09,ASIGNADA
893,187,1,8,1,2,2024-02-06,ASIGNADA
894,187,1,1,1,2,2024-02-02,SIN_CUPO
895,187,1,7,2,1,2024-02-09,ASIGNADA
896,187,1,4,1,1,2024-02-05,SIN_CUPO
897,53,1,2,1,2,2024-02-09,SIN_CUPO
898,53,1,7,2,3,2024-02-07,ASIGNADA
899,53,1,6,1,2,2024-02-10,ASIGNADA
900,53,1,8,2,1,2024-02-04,SIN_CUPO
901,177,1,8,1,1,2024-02-03,SIN_CUPO
902,177,1,4,2,1,2024-02-07,SIN_CUPO
903,177,1,7,1,1,2024-02-11,SIN_CUPO
904,177,1,2,1,1,2024-02-06,SIN_CUPO
905,9,1,5,3,1,2024-02-08,NO_ELEGIBLE
906,9,1,6,1,2,2024-02-06,ASIGNADA
907,9,1,2,2,1,2024-02-10,SIN_CUPO
908,9,1,8,2,1,2024-02-01,NO_ELEGIBLE
909,41,1,8,1,1,2024-02-11,NO_ELEGIBLE
910,41,1,1,2,2,2024-02-02,ASIGNADA
911,41,1,2,1,1,2024-02-04,SIN_CUPO
912,41,1,9,1,1,2024-02-11,SIN_CUPO
913,10,1,2,2,1,2024-02-02,SIN_CUPO
914,10,1,8,1,2,2024-02-10,SIN_CUPO
915,10,1,1,3,1,2024-02-07,SIN_CUPO
916,10,1,4,1,1,2024-02-08,SIN_CUPO
917,238,1,5,1,1,2024-02-05,SIN_CUPO
918,238,1,7,1,1,2024-02-07,SIN_CUPO
919,238,1,3,1,2,2024-02-04,ASIGNADA
920,238,1,6,2,1,2024-02-03,ASIGNADA
921,87,1,1,1,2,2024-02-04,SIN_CUPO
922,87,1,4,1,1,2024-02-04,SIN_CUPO
923,87,1,7,1,1,2024-02-10,SIN_CUPO
924,87,1,5,1,1,2024-02-06,SIN_CUPO
925,212,1,3,2,2,2024-02-08,ASIGNADA
926,212,1,9,1,2,2024-02-08,SIN_CUPO
927,212,1,1,1,2,2024-02-08,NO_ELEGIBLE
928,212,1,8,3,1,2024-02-02,ASIGNADA
929,19,1,7,2,3,2024-02-10,ASIGNADA
930,19,1,6,2,3,2024-02-01,ASIGNADA
931,19,1,9,1,3,2024-02-03,ASIGNADA
932,19,1,2,1,1,2024-02-07,DESISTIDA
933,239,1,5,2,1,2024-02-01,ASIGNADA
934,239,1,2,1,1,2024-02-11,SIN_CUPO
935,239,1,6,1,1,2024-02-05,DESISTIDA
936,239,1,7,1,1,2024-02-08,SIN_CUPO
937,86,1,1,3,2,2024-02-07,ASIGNADA
938,86,1,2,1,2,2024-02-11,SIN_CUPO
939,86,1,9,1,1,2024-02-06,SIN_CUPO
940,86,1,5,1,3,2024-02-04,ASIGNADA
941,33,1,7,2,2,2024-02-07,ASIGNADA
942,33,1,2,1,1,2024-02-01,SIN_CUPO
943,33,1,1,2,3,2024-02-09,NO_ELEGIBLE
944,33,1,9,2,3,2024-02-02,ASIGNADA
945,193,1,6,1,1,2024-02-05,SIN_CUPO
946,193,1,2,1,3,2024-02-06,ASIGNADA
947,193,1,7,2,1,2024-02-06,ASIGNADA
948,193,1,3,1,1,2024-02-11,NO_ELEGIBLE
949,173,1,4,1,2,2024-02-10,SIN_CUPO
950,173,1,5,2,2,2024-02-05,ASIGNADA
951,173,1,9,1,1,2024-02-05,SIN_CUPO
952,173,1,6,2,1,2024-02-08,ASIGNADA
953,131,1,9,3,2,2024-02-01,ASIGNADA
954,131,1,4,3,1,2024-02-05,ASIGNADA
955,131,1,7,1,1,2024-02-08,SIN_CUPO
956,131,1,1,1,1,2024-02-09,SIN_CUPO
957,142,1,2,2,2,2024-02-10,ASIGNADA
958,142,1,8,2,1,2024-02-07,SIN_CUPO
959,142,1,3,1,1,2024-02-11,SIN_CUPO
960,142,1,1,3,1,2024-02-04,NO_ELEGIBLE
961,228,2,4,3,1,2024-07-09,ASIGNADA
962,228,2,2,1,1,2024-07-06,ASIGNADA
963,228,2,9,2,2,2024-07-02,ASIGNADA
964,228,2,5,1,3,2024-07-05,ASIGNADA
965,233,2,2,3,1,2024-07-01,ASIGNADA
966,233,2,8,2,2,2024-07-02,ASIGNADA
967,233,2,1,1,1,2024-07-11,ASIGNADA
968,233,2,6,2,2,2024-07-11,ASIGNADA
969,198,2,6,1,3,2024-07-10,ASIGNADA
970,198,2,2,3,3,2024-07-09,DESISTIDA
971,198,2,9,1,2,2024-07-03,ASIGNADA
972,198,2,5,1,1,2024-07-05,ASIGNADA
973,5,2,6,1,1,2024-07-05,ASIGNADA
974,5,2,2,1,1,2024-07-11,ASIGNADA
975,5,2,1,1,1,2024-07-09,NO_ELEGIBLE
976,5,2,3,1,1,2024-07-05,ASIGNADA
977,37,2,7,3,1,2024-07-10,ASIGNADA
978,37,2,5,3,1,2024-07-09,ASIGNADA
979,37,2,3,1,3,2024-07-05,NO_ELEGIBLE
980,37,2,4,1,1,2024-07-11,ASIGNADA
981,201,2,6,3,2,2024-07-04,ASIGNADA
982,201,2,2,1,2,2024-07-10,ASIGNADA
983,201,2,5,1,1,2024-07-10,ASIGNADA
984,201,2,3,2,1,2024-07-10,ASIGNADA
985,136,2,5,3,3,2024-07-06,ASIGNADA
986,136,2,7,1,2,2024-07-04,ASIGNADA
987,136,2,3,2,1,2024-07-06,ASIGNADA
988,136,2,9,2,1,2024-07-08,ASIGNADA
989,206,2,3,2,3,2024-07-05,ASIGNADA
990,206,2,2,1,1,2024-07-10,ASIGNADA
991,206,2,7,2,2,2024-07-07,NO_ELEGIBLE
992,206,2,9,1,2,2024-07-05,ASIGNADA
993,96,2,5,1,2,2024-07-04,ASIGNADA
994,96,2,4,2,1,2024-07-01,ASIGNADA
995,96,2,8,1,1,2024-07-01,ASIGNADA
996,96,2,6,1,1,2024-07-07,ASIGNADA
997,158,2,9,3,2,2024-07-08,ASIGNADA
998,158,2,8,1,1,2024-07-03,ASIGNADA
999,158,2,7,3,1,2024-07-04,ASIGNADA
1000,158,2,3,1,1,2024-07-02,ASIGNADA
1001,230,2,5,2,2,2024-07-10,NO_ELEGIBLE
1002,230,2,8,3,1,2024-07-03,ASIGNADA
1003,230,2,4,2,2,2024-07-07,ASIGNADA
1004,230,2,7,1,2,2024-07-11,ASIGNADA
1005,156,2,8,1,3,2024-07-07,NO_ELEGIBLE
1006,156,2,1,1,2,2024-07-09,ASIGNADA
1007,156,2,6,1,1,2024-07-04,ASIGNADA
1008,156,2,9,3,1,2024-07-05,ASIGNADA
1009,67,2,8,1,2,2024-07-09,ASIGNADA
1010,67,2,5,1,1,2024-07-02,ASIGNADA
1011,67,2,3,2,1,2024-07-03,ASIGNADA
1012,67,2,4,1,1,2024-07-05,ASIGNADA
1013,32,2,3,2,1,2024-07-06,ASIGNADA
