id_matricula,id_solicitud,id_grupo,fecha,estado,nota,fecha_retiro
562,886,66,2024-02-06,REPROBADO,55.83,
563,890,34,2024-02-09,APROBADO,88.54,
564,892,59,2024-02-10,APROBADO,91.8,
565,893,65,2024-02-07,REPROBADO,62.62,
566,895,58,2024-02-10,APROBADO,84.84,
567,898,60,2024-02-08,APROBADO,98.59,
568,899,47,2024-02-11,APROBADO,89.8,
569,906,47,2024-02-07,APROBADO,87.14,
570,910,5,2024-02-03,REPROBADO,67.61,
571,919,20,2024-02-05,APROBADO,91.32,
572,920,49,2024-02-04,APROBADO,75.35,
573,925,23,2024-02-09,APROBADO,88.63,
574,928,70,2024-02-03,APROBADO,88.24,
575,929,60,2024-02-11,APROBADO,72.65,
576,930,51,2024-02-02,APROBADO,77.72,
577,931,75,2024-02-04,APROBADO,77.6,
578,933,40,2024-02-02,APROBADO,98.55,
579,937,8,2024-02-08,RETIRADO,,2024-03-09
580,940,39,2024-02-05,APROBADO,70.18,
581,941,59,2024-02-08,APROBADO,70.23,
582,944,78,2024-02-03,RETIRADO,,2024-03-29
583,946,12,2024-02-07,APROBADO,97.3,
584,947,58,2024-02-07,APROBADO,70.1,
585,950,41,2024-02-06,APROBADO,92.75,
586,952,49,2024-02-09,REPROBADO,46.46,
587,953,80,2024-02-02,APROBADO,77.55,
588,954,34,2024-02-06,REPROBADO,51.66,
589,957,14,2024-02-11,REPROBADO,50.84,
590,961,115,2024-07-10,APROBADO,76.64,
591,962,91,2024-07-07,APROBADO,98.79,
592,963,158,2024-07-03,APROBADO,88.57,
593,964,120,2024-07-06,APROBADO,71.49,
594,965,97,2024-07-02,APROBADO,75.03,
595,966,149,2024-07-03,APROBADO,90.8,
596,967,82,2024-07-12,APROBADO,83.64,
597,968,131,2024-07-12,RETIRADO,,2024-08-28
598,969,129,2024-07-11,APROBADO,84.41,
599,971,155,2024-07-04,REPROBADO,69.9,
600,972,118,2024-07-06,APROBADO,87.54,
601,973,127,2024-07-06,APROBADO,71.01,
602,974,91,2024-07-12,REPROBADO,64.55,
603,976,100,2024-07-06,APROBADO,72.54,
604,977,142,2024-07-11,APROBADO,71.18,
605,978,124,2024-07-10,REPROBADO,52.15,
606,980,109,2024-07-12,APROBADO,91.7,
607,981,134,2024-07-05,APROBADO,99.39,
608,982,92,2024-07-11,APROBADO,77.54,
609,983,118,2024-07-11,APROBADO,76.81,
610,984,103,2024-07-11,RETIRADO,,2024-07-30
611,985,126,2024-07-07,RETIRADO,,2024-09-09
612,986,137,2024-07-05,REPROBADO,49.5,
613,987,103,2024-07-07,REPROBADO,54.3,
614,988,157,2024-07-09,APROBADO,72.64,
615,989,105,2024-07-06,APROBADO,86.95,
616,990,91,2024-07-11,REPROBADO,51.77,
617,992,155,2024-07-06,APROBADO,95.83,
618,993,119,2024-07-05,APROBADO,94.25,
619,994,112,2024-07-02,REPROBADO,69.53,
620,995,145,2024-07-02,APROBADO,79.33,
621,996,127,2024-07-08,APROBADO,78.97,
622,997,161,2024-07-09,APROBADO,97.32,
623,998,145,2024-07-04,APROBADO,95.81,
624,999,142,2024-07-05,APROBADO,77.82,
625,1000,100,2024-07-03,APROBADO,80.52,
626,1002,151,2024-07-04,APROBADO,92.96,
627,1003,113,2024-07-08,APROBADO,98.87,
628,1004,137,2024-07-12,APROBADO,93.39,
629,1006,83,2024-07-10,REPROBADO,42.57,
630,1007,127,2024-07-05,APROBADO,77.92,
631,1008,160,2024-07-06,APROBADO,92.63,
632,1009,146,2024-07-10,APROBADO,74.79,
633,1010,118,2024-07-03,APROBADO,76.21,
634,1011,103,2024-07-04,RETIRADO,,2024-08-01
635,1012,109,2024-07-06,APROBADO,71.8,
636,1013,103,2024-07-07,APROBADO,86.14,
637,1014,85,2024-07-04,APROBADO,97.78,
638,1015,145,2024-07-02,APROBADO,75.59,
639,1016,143,2024-07-09,APROBADO,89.65,
640,1017,91,2024-07-02,RETIRADO,,2024-09-15
641,1018,101,2024-07-10,APROBADO,79.74,
642,1019,109,2024-07-04,REPROBADO,60.57,
643,1020,82,2024-07-02,REPROBADO,32.87,
644,1021,105,2024-07-03,APROBADO,93.8,
645,1022,83,2024-07-08,APROBADO,92.58,
646,1023,94,2024-07-12,APROBADO,78.85,
647,1026,154,2024-07-06,APROBADO,74.33,
648,1027,149,2024-07-02,APROBADO,72.56,
649,1028,100,2024-07-12,REPROBADO,27.43,
650,1029,158,2024-07-04,REPROBADO,39.2,
651,1030,122,2024-07-12,APROBADO,72.33,
652,1031,101,2024-07-06,APROBADO,99.99,
653,1032,130,2024-07-11,RETIRADO,,2024-08-31
654,1033,82,2024-07-03,REPROBADO,52.2,
655,1034,121,2024-07-11,REPROBADO,58.58,
656,1036,128,2024-07-04,REPROBADO,54.94,
657,1037,118,2024-07-05,APROBADO,75.17,
658,1038,113,2024-07-06,RETIRADO,,2024-09-06
659,1039,101,2024-07-02,APROBADO,93.41,
660,1040,157,2024-07-05,APROBADO,93.19,
661,1041,82,2024-07-03,APROBADO,74.46,
662,1042,128,2024-07-09,RETIRADO,,2024-08-21
663,1043,110,2024-07-10,RETIRADO,,2024-09-18
664,1044,101,2024-07-05,APROBADO,99.37,
665,1045,100,2024-07-11,REPROBADO,57.78,
666,1046,127,2024-07-04,REPROBADO,43.04,
667,1047,144,2024-07-04,APROBADO,81.76,
668,1048,121,2024-07-07,APROBADO,88.94,
669,1050,149,2024-07-06,REPROBADO,21.85,
670,1051,142,2024-07-05,APROBADO,85.64,
671,1054,103,2024-07-11,RETIRADO,,2024-08-28
672,1055,120,2024-07-06,APROBADO,73.95,
673,1056,145,2024-07-08,APROBADO,94.01,
674,1057,110,2024-07-10,APROBADO,77.78,
675,1058,100,2024-07-05,APROBADO,70.4,
676,1059,153,2024-07-10,APROBADO,88.27,
677,1060,91,2024-07-02,APROBADO,88.43,
678,1061,161,2024-07-11,APROBADO,80.88,
679,1062,111,2024-07-12,RETIRADO,,2024-09-14
680,1063,136,2024-07-07,RETIRADO,,2024-08-30
681,1066,138,2024-07-10,REPROBADO,60.02,
682,1067,155,2024-07-05,APROBADO,73.66,
683,1068,128,2024-07-12,REPROBADO,32.35,
684,1069,94,2024-07-03,APROBADO,95.54,
685,1070,128,2024-07-07,APROBADO,95.81,
686,1071,148,2024-07-02,REPROBADO,35.44,
687,1072,122,2024-07-11,APROBADO,94.49,
688,1073,155,2024-07-02,REPROBADO,49.94,
689,1075,148,2024-07-11,APROBADO,85.24,
690,1077,129,2024-07-12,REPROBADO,37.46,
691,1078,139,2024-07-02,REPROBADO,65.35,
692,1079,154,2024-07-11,APROBADO,84.94,
693,1080,119,2024-07-04,REPROBADO,32.52,
694,1081,106,2024-07-08,APROBADO,90.37,
695,1082,92,2024-07-12,APROBADO,80.88,
696,1083,128,2024-07-04,APROBADO,91.06,
697,1084,145,2024-07-04,APROBADO,78.52,
698,1085,112,2024-07-06,APROBADO,93.71,
699,1086,85,2024-07-02,APROBADO,73.95,
700,1087,154,2024-07-12,RETIRADO,,2024-09-06
701,1090,82,2024-07-05,APROBADO,96.5,
702,1092,155,2024-07-11,REPROBADO,29.32,
703,1093,88,2024-07-10,RETIRADO,,2024-08-31
704,1095,118,2024-07-02,APROBADO,83.38,
705,1096,127,2024-07-06,RETIRADO,,2024-09-11
706,1097,98,2024-07-03,REPROBADO,65.33,
707,1098,101,2024-07-06,REPROBADO,67.34,
708,1099,120,2024-07-05,APROBADO,70.01,
709,1100,110,2024-07-06,APROBADO,72.76,
710,1101,134,2024-07-10,APROBADO,96.55,
711,1102,157,2024-07-12,REPROBADO,67.94,
712,1103,121,2024-07-11,APROBADO,84.56,
713,1104,111,2024-07-04,REPROBADO,31.6,
714,1105,109,2024-07-06,APROBADO,84.77,
715,1106,85,2024-07-04,APROBADO,86.66,
716,1107,106,2024-07-08,APROBADO,97.88,
717,1108,161,2024-07-07,RETIRADO,,2024-09-02
718,1111,116,2024-07-04,APROBADO,96.0,
719,1112,155,2024-07-10,APROBADO,93.68,
720,1113,121,2024-07-04,RETIRADO,,2024-09-10
721,1114,138,2024-07-06,REPROBADO,28.37,
722,1115,133,2024-07-02,APROBADO,80.36,
723,1116,109,2024-07-12,REPROBADO,31.1,
724,1117,97,2024-07-10,APROBADO,76.35,
725,1120,86,2024-07-02,APROBADO,89.55,
726,1121,114,2024-07-08,APROBADO,95.87,
727,1122,130,2024-07-10,REPROBADO,67.94,
728,1124,102,2024-07-02,APROBADO,77.46,
729,1125,104,2024-07-06,RETIRADO,,2024-07-25
730,1127,146,2024-07-06,APROBADO,85.18,
731,1129,102,2024-07-12,APROBADO,79.28,
732,1131,160,2024-07-02,RETIRADO,,2024-07-28
733,1135,137,2024-07-09,APROBADO,87.91,
734,1137,111,2024-07-07,APROBADO,77.63,
735,1138,146,2024-07-12,APROBADO,93.14,
736,1139,157,2024-07-07,APROBADO,96.1,
737,1141,137,2024-07-04,APROBADO,78.09,
738,1142,95,2024-07-10,REPROBADO,63.92,
739,1145,89,2024-07-08,APROBADO,73.5,
740,1147,124,2024-07-02,APROBADO,85.74,
741,1149,121,2024-07-05,APROBADO,73.87,
742,1151,142,2024-07-07,RETIRADO,,2024-08-31
743,1152,115,2024-07-06,APROBADO,86.48,
744,1153,134,2024-07-08,RETIRADO,,2024-09-10
745,1155,160,2024-07-05,APROBADO,75.21,
746,1156,102,2024-07-07,APROBADO,95.3,
747,1157,140,2024-07-06,APROBADO,75.62,
748,1158,154,2024-07-05,APROBADO,98.3,
749,1159,86,2024-07-12,APROBADO,79.85,
750,1160,95,2024-07-05,RETIRADO,,2024-09-13
751,1161,102,2024-07-08,RETIRADO,,2024-09-10
752,1162,88,2024-07-03,APROBADO,83.89,
753,1163,134,2024-07-10,APROBADO,82.21,
754,1164,123,2024-07-10,APROBADO,88.34,
755,1165,116,2024-07-12,APROBADO,89.45,
756,1166,128,2024-07-11,APROBADO,98.88,
757,1167,126,2024-07-12,APROBADO,90.96,
758,1168,89,2024-07-05,APROBADO,73.63,
759,1169,151,2024-07-12,APROBADO,70.45,
760,1171,158,2024-07-03,REPROBADO,20.95,
761,1173,161,2024-07-11,APROBADO,96.19,
762,1176,123,2024-07-11,RETIRADO,,2024-08-28
763,1178,136,2024-07-08,APROBADO,93.6,
764,1179,154,2024-07-05,APROBADO,96.27,
765,1183,94,2024-07-02,REPROBADO,69.53,
766,1185,132,2024-07-05,APROBADO,79.55,
767,1187,139,2024-07-11,REPROBADO,47.46,
768,1188,148,2024-07-04,APROBADO,88.04,
769,1189,157,2024-07-06,RETIRADO,,2024-09-08
770,1190,95,2024-07-12,APROBADO,90.89,
771,1191,136,2024-07-12,APROBADO,73.18,
772,1193,155,2024-07-03,APROBADO,95.7,
773,1194,129,2024-07-03,APROBADO,95.13,
774,1195,103,2024-07-10,APROBADO,79.45,
775,1197,160,2024-07-06,REPROBADO,23.44,
776,1198,146,2024-07-10,REPROBADO,61.84,
777,1199,128,2024-07-04,APROBADO,94.72,
778,1200,89,2024-07-07,REPROBADO,63.66,
779,1202,95,2024-07-05,APROBADO,93.57,
780,1203,112,2024-07-05,APROBADO,89.15,
781,1204,136,2024-07-09,APROBADO,97.09,
782,1205,85,2024-07-04,REPROBADO,44.31,
783,1206,137,2024-07-12,REPROBADO,48.72,
784,1208,156,2024-07-09,APROBADO,76.98,
785,1209,101,2024-07-04,APROBADO,82.41,
786,1211,136,2024-07-09,APROBADO,79.07,
787,1212,132,2024-07-02,REPROBADO,39.84,
788,1213,138,2024-07-11,APROBADO,90.55,
789,1215,152,2024-07-04,REPROBADO,67.29,
790,1216,103,2024-07-05,APROBADO,81.99,
791,1217,142,2024-07-10,APROBADO,75.51,
792,1218,152,2024-07-03,APROBADO,73.72,
793,1219,110,2024-07-11,APROBADO,87.92,
794,1221,119,2024-07-08,APROBADO,78.29,
795,1222,128,2024-07-10,APROBADO,83.6,
796,1224,153,2024-07-09,APROBADO,73.45,
797,1225,113,2024-07-04,APROBADO,90.84,
798,1229,129,2024-07-12,APROBADO,93.37,
799,1230,103,2024-07-04,APROBADO,82.24,
800,1231,121,2024-07-06,APROBADO,72.45,
801,1233,92,2024-07-08,APROBADO,74.18,
802,1234,160,2024-07-07,RETIRADO,,2024-08-31
803,1236,122,2024-07-09,APROBADO,85.41,
804,1239,112,2024-07-06,APROBADO,95.88,
805,1240,132,2024-07-10,RETIRADO,,2024-09-09
806,1241,144,2024-07-02,APROBADO,99.79,
807,1242,89,2024-07-10,APROBADO,96.5,
808,1243,146,2024-07-07,APROBADO,98.78,
809,1244,122,2024-07-06,REPROBADO,44.38,
810,1247,125,2024-07-07,APROBADO,87.83,
811,1249,146,2024-07-08,RETIRADO,,2024-08-24
812,1250,137,2024-07-08,APROBADO,80.53,
813,1251,134,2024-07-04,RETIRADO,,2024-07-20
814,1252,125,2024-07-10,REPROBADO,39.87,
815,1253,114,2024-07-06,APROBADO,84.27,
816,1255,152,2024-07-02,APROBADO,89.98,
817,1256,125,2024-07-04,REPROBADO,28.47,
818,1257,150,2024-07-11,APROBADO,84.79,
819,1259,161,2024-07-05,APROBADO,93.16,
820,1260,133,2024-07-05,APROBADO,76.98,
821,1261,158,2024-07-07,REPROBADO,67.39,
822,1262,111,2024-07-04,APROBADO,88.77,
823,1263,120,2024-07-07,REPROBADO,46.67,
824,1264,151,2024-07-12,REPROBADO,21.24,
825,1266,92,2024-07-04,RETIRADO,,2024-09-11
826,1269,128,2024-07-08,APROBADO,89.02,
827,1270,124,2024-07-04,RETIRADO,,2024-09-11
828,1271,111,2024-07-04,APROBADO,83.48,
829,1272,90,2024-07-07,APROBADO,93.42,
830,1273,132,2024-07-04,RETIRADO,,2024-08-10
831,1275,96,2024-07-07,REPROBADO,54.03,
832,1279,146,2024-07-09,APROBADO,97.67,
833,1280,120,2024-07-04,APROBADO,82.75,
834,1281,103,2024-07-02,APROBADO,81.72,
835,1282,113,2024-07-06,APROBADO,76.96,
836,1285,111,2024-07-08,APROBADO,85.57,
837,1286,101,2024-07-08,APROBADO,76.8,
838,1287,120,2024-07-08,APROBADO,96.38,
839,1288,132,2024-07-04,APROBADO,94.95,
840,1289,146,2024-07-10,APROBADO,87.26,
841,1290,86,2024-07-03,RETIRADO,,2024-08-25
842,1292,157,2024-07-02,APROBADO,93.51,
843,1296,128,2024-07-08,RETIRADO,,2024-08-28
844,1298,146,2024-07-03,APROBADO,91.46,
845,1299,144,2024-07-06,RETIRADO,,2024-08-13
846,1302,137,2024-07-07,APROBADO,88.91,
847,1304,119,2024-07-02,APROBADO,76.18,
848,1305,121,2024-07-04,APROBADO,83.46,
849,1308,151,2024-07-10,APROBADO,70.86,
850,1309,152,2024-07-03,REPROBADO,57.09,
851,1310,89,2024-07-06,RETIRADO,,2024-07-28
852,1311,142,2024-07-09,APROBADO,85.01,
853,1313,123,2024-07-10,REPROBADO,59.72,
854,1315,86,2024-07-04,APROBADO,93.04,
855,1316,140,2024-07-11,APROBADO,70.67,
856,1317,153,2024-07-10,APROBADO,89.86,
857,1318,139,2024-07-06,REPROBADO,26.99,
858,1320,97,2024-07-07,APROBADO,97.04,
859,1323,112,2024-07-10,APROBADO,84.84,
860,1325,92,2024-07-03,REPROBADO,63.07,
861,1328,88,2024-07-07,APROBADO,70.86,
862,1329,146,2024-07-12,REPROBADO,30.93,
863,1331,96,2024-07-07,APROBADO,82.02,
864,1334,157,2024-07-03,APROBADO,98.27,
865,1335,97,2024-07-10,APROBADO,78.46,
866,1336,88,2024-07-04,APROBADO,73.84,
867,1339,141,2024-07-04,REPROBADO,28.25,
868,1341,94,2024-07-12,APROBADO,95.61,
869,1342,114,2024-07-08,APROBADO,81.39,
870,1343,133,2024-07-07,APROBADO,92.19,
871,1345,111,2024-07-07,REPROBADO,55.39,
872,1347,105,2024-07-08,APROBADO,76.94,
873,1348,160,2024-07-08,APROBADO,99.83,
874,1350,102,2024-07-09,REPROBADO,40.97,
875,1354,119,2024-07-11,APROBADO,71.44,
876,1355,115,2024-07-12,APROBADO,99.75,
877,1358,148,2024-07-07,REPROBADO,46.09,
878,1359,108,2024-07-07,APROBADO,73.72,
879,1362,101,2024-07-12,APROBADO,72.51,
880,1363,83,2024-07-07,APROBADO,85.75,
881,1364,132,2024-07-03,REPROBADO,41.47,
882,1366,128,2024-07-08,APROBADO,71.68,
883,1367,107,2024-07-11,APROBADO,80.28,
884,1368,146,2024-07-11,REPROBADO,56.69,
885,1369,119,2024-07-12,REPROBADO,25.29,
886,1370,115,2024-07-09,REPROBADO,67.62,
887,1372,133,2024-07-07,REPROBADO,45.45,
888,1376,120,2024-07-08,REPROBADO,52.98,
889,1378,104,2024-07-08,REPROBADO,23.05,
890,1379,128,2024-07-08,APROBADO,79.43,
891,1385,94,2024-07-04,REPROBADO,40.62,
892,1386,110,2024-07-02,APROBADO,85.47,
893,1388,128,2024-07-07,APROBADO,89.04,
894,1391,120,2024-07-03,APROBADO,70.05,
895,1392,103,2024-07-04,APROBADO,84.52,
896,1393,146,2024-07-06,APROBADO,94.86,
897,1394,119,2024-07-08,APROBADO,73.18,
898,1395,94,2024-07-11,RETIRADO,,2024-08-27
899,1396,159,2024-07-03,APROBADO,86.08,
900,1397,146,2024-07-06,APROBADO,85.8,
901,1398,122,2024-07-02,APROBADO,85.94,
902,1399,155,2024-07-03,RETIRADO,,2024-08-01
903,1400,130,2024-07-04,APROBADO,80.73,
904,1401,146,2024-07-12,APROBADO,97.17,
905,1402,88,2024-07-08,REPROBADO,56.65,
906,1404,112,2024-07-05,APROBADO,91.46,
907,1406,98,2024-07-07,APROBADO,85.13,
908,1407,157,2024-07-04,APROBADO,95.21,
909,1409,112,2024-07-06,APROBADO,95.95,
910,1410,158,2024-07-11,APROBADO,85.97,
911,1411,128,2024-07-04,APROBADO,96.76,
912,1413,121,2024-07-02,APROBADO,95.91,
913,1414,128,2024-07-06,RETIRADO,,2024-08-31
914,1415,155,2024-07-05,APROBADO,95.45,
915,1416,116,2024-07-09,REPROBADO,56.01,
916,1417,148,2024-07-04,APROBADO,88.98,
917,1418,124,2024-07-03,APROBADO,97.84,
918,1419,94,2024-07-11,RETIRADO,,2024-08-08
919,1422,148,2024-07-12,REPROBADO,66.05,
920,1423,87,2024-07-12,APROBADO,92.42,
921,1425,85,2024-07-12,REPROBADO,50.36,
922,1429,115,2024-07-07,APROBADO,89.7,
923,1430,106,2024-07-09,RETIRADO,,2024-08-01
924,1431,94,2024-07-06,REPROBADO,30.55,
925,1435,83,2024-07-04,APROBADO,86.8,
926,1438,128,2024-07-09,APROBADO,92.28,
927,1439,140,2024-07-03,APROBADO,84.43,
928,1440,95,2024-07-02,APROBADO,80.17,
929,1442,119,2024-07-05,APROBADO,98.86,
930,1443,142,2024-07-11,REPROBADO,34.15,
931,1444,151,2024-07-06,REPROBADO,57.38,
932,1447,141,2024-07-05,APROBADO,73.45,
933,1448,83,2024-07-05,REPROBADO,26.83,
934,1451,125,2024-07-11,APROBADO,91.04,
935,1453,138,2024-07-02,APROBADO,90.86,
936,1456,119,2024-07-09,APROBADO,83.17,
937,1457,97,2024-07-06,APROBADO,97.31,
938,1459,102,2024-07-07,APROBADO,97.55,
939,1461,95,2024-07-02,REPROBADO,65.54,
940,1466,102,2024-07-03,APROBADO,73.86,
941,1467,92,2024-07-02,APROBADO,72.47,
942,1470,106,2024-07-03,APROBADO,76.85,
943,1473,147,2024-07-05,APROBADO,71.57,
944,1475,87,2024-07-04,REPROBADO,51.05,
945,1476,156,2024-07-07,REPROBADO,57.19,
946,1477,142,2024-07-10,APROBADO,96.33,
947,1478,83,2024-07-05,REPROBADO,32.18,
948,1480,124,2024-07-04,APROBADO,80.42,
949,1481,113,2024-07-10,APROBADO,91.24,
950,1482,131,2024-07-06,APROBADO,94.92,
951,1483,137,2024-07-05,REPROBADO,47.01,
952,1484,152,2024-07-06,REPROBADO,27.59,
953,1486,153,2024-07-06,RETIRADO,,2024-07-28
954,1487,156,2024-07-06,APROBADO,91.43,
955,1495,116,2024-07-12,REPROBADO,63.88,
956,1496,133,2024-07-11,APROBADO,74.79,
957,1497,101,2024-07-05,RETIRADO,,2024-08-25
958,1498,149,2024-07-12,APROBADO,89.0,
959,1501,146,2024-07-06,APROBADO,93.92,
960,1503,84,2024-07-11,APROBADO,83.31,
961,1504,160,2024-07-05,APROBADO,79.7,
962,1505,139,2024-07-07,RETIRADO,,2024-09-04
963,1510,85,2024-07-08,RETIRADO,,2024-08-18
964,1513,110,2024-07-05,REPROBADO,47.22,
965,1514,124,2024-07-07,APROBADO,96.28,
966,1515,85,2024-07-04,APROBADO,79.31,
967,1516,146,2024-07-10,REPROBADO,20.1,
968,1518,129,2024-07-12,REPROBADO,64.9,
969,1521,128,2024-07-06,APROBADO,88.32,
970,1522,148,2024-07-07,APROBADO,88.62,
971,1524,155,2024-07-08,APROBADO,84.74,
972,1526,113,2024-07-09,APROBADO,88.89,
973,1527,120,2024-07-09,APROBADO,70.56,
974,1528,152,2024-07-02,APROBADO,97.15,
975,1531,84,2024-07-05,RETIRADO,,2024-09-01
976,1533,138,2024-07-03,APROBADO,93.45,
977,1534,122,2024-07-03,APROBADO,96.03,
978,1536,156,2024-07-10,REPROBADO,61.27,
979,1537,115,2024-07-09,APROBADO,83.4,
980,1539,92,2024-07-09,APROBADO,93.98,
981,1540,155,2024-07-09,APROBADO,92.66,
982,1541,85,2024-07-12,REPROBADO,58.92,
983,1543,119,2024-07-06,APROBADO,79.34,
984,1544,101,2024-07-12,APROBADO,70.43,
985,1549,96,2024-07-10,APROBADO,88.51,
986,1550,111,2024-07-08,REPROBADO,38.37,
987,1551,138,2024-07-04,APROBADO,85.12,
988,1553,112,2024-07-06,APROBADO,91.84,
989,1555,123,2024-07-11,APROBADO,97.84,
990,1556,146,2024-07-04,APROBADO,77.23,
991,1557,112,2024-07-02,APROBADO,90.3,
992,1559,146,2024-07-07,APROBADO,99.08,
993,1561,97,2024-07-11,APROBADO,92.66,
994,1562,90,2024-07-08,APROBADO,92.11,
995,1563,110,2024-07-09,REPROBADO,47.88,
996,1564,131,2024-07-07,RETIRADO,,2024-08-10
997,1565,106,2024-07-07,APROBADO,96.78,
998,1567,86,2024-07-07,APROBADO,76.92,
999,1568,111,2024-07-05,APROBADO,81.38,
1000,1569,83,2024-07-03,APROBADO,77.92,
1001,1570,148,2024-07-05,APROBADO,84.82,
1002,1572,125,2024-07-08,REPROBADO,69.89,
1003,1573,95,2024-07-06,APROBADO,87.11,
1004,1574,85,2024-07-05,APROBADO,76.97,
1005,1578,83,2024-07-10,REPROBADO,57.74,
1006,1582,133,2024-07-07,RETIRADO,,2024-08-06
1007,1584,160,2024-07-04,REPROBADO,66.73,
1008,1585,128,2024-07-12,APROBADO,71.25,
1009,1587,156,2024-07-11,REPROBADO,21.54,
1010,1588,121,2024-07-11,APROBADO,90.51,
1011,1589,137,2024-07-10,RETIRADO,,2024-08-19
1012,1591,113,2024-07-06,REPROBADO,66.85,
1013,1592,131,2024-07-08,REPROBADO,31.69,
1014,1594,129,2024-07-02,APROBADO,75.6,
1015,1595,85,2024-07-12,APROBADO,86.36,
1016,1597,95,2024-07-04,APROBADO,89.58,
1017,1598,87,2024-07-09,APROBADO,94.07,
1018,1599,106,2024-07-05,APROBADO,81.2,
1019,1600,133,2024-07-07,APROBADO,88.35,
1020,1606,155,2024-07-06,APROBADO,81.9,
1021,1607,121,2024-07-09,RETIRADO,,2024-09-07
1022,1608,140,2024-07-11,APROBADO,96.48,
1023,1609,151,2024-07-02,REPROBADO,64.66,
1024,1611,95,2024-07-03,RETIRADO,,2024-08-22
1025,1613,95,2024-07-11,APROBADO,84.83,
1026,1616,139,2024-07-02,APROBADO,81.44,
1027,1620,114,2024-07-11,RETIRADO,,2024-08-21
1028,1622,111,2024-07-07,APROBADO,93.8,
1029,1623,155,2024-07-03,APROBADO,81.59,
1030,1627,139,2024-07-05,APROBADO,84.5,
1031,1628,86,2024-07-04,REPROBADO,25.16,
1032,1630,113,2024-07-12,RETIRADO,,2024-07-26
1033,1632,159,2024-07-11,APROBADO,91.25,
1034,1633,155,2024-07-07,APROBADO,91.55,
1035,1637,84,2024-07-08,APROBADO,70.35,
1036,1640,102,2024-07-03,APROBADO,96.05,
1037,1643,83,2024-07-07,REPROBADO,65.55,
1038,1644,153,2024-07-09,REPROBADO,27.94,
1039,1645,114,2024-07-03,APROBADO,71.37,
1040,1648,152,2024-07-12,REPROBADO,21.91,
1041,1655,148,2024-07-04,APROBADO,82.73,
1042,1658,99,2024-07-07,APROBADO,86.18,
1043,1659,111,2024-07-04,REPROBADO,64.06,
1044,1662,115,2024-07-05,APROBADO,98.09,
1045,1665,105,2024-07-10,REPROBADO,22.07,
1046,1666,112,2024-07-08,REPROBADO,53.92,
1047,1668,123,2024-07-04,RETIRADO,,2024-07-30
1048,1670,144,2024-07-02,REPROBADO,44.57,
1049,1671,110,2024-07-09,APROBADO,76.27,
1050,1672,97,2024-07-11,APROBADO,81.78,
1051,1675,125,2024-07-06,APROBADO,83.03,
1052,1679,117,2024-07-02,REPROBADO,56.25,
1053,1681,140,2024-07-04,APROBADO,92.64,
1054,1682,125,2024-07-04,APROBADO,85.92,
1055,1687,133,2024-07-10,APROBADO,76.73,
1056,1688,93,2024-07-03,RETIRADO,,2024-09-14
1057,1689,104,2024-07-03,REPROBADO,48.54,
1058,1690,110,2024-07-05,REPROBADO,42.46,
1059,1693,110,2024-07-12,APROBADO,74.66,
1060,1694,161,2024-07-05,RETIRADO,,2024-08-24
1061,1695,104,2024-07-09,APROBADO,83.35,
1062,1697,113,2024-07-12,APROBADO,92.51,
1063,1699,137,2024-07-05,RETIRADO,,2024-09-03
1064,1700,98,2024-07-08,APROBADO,79.59,
1065,1702,133,2024-07-02,APROBADO,94.52,
1066,1703,106,2024-07-06,APROBADO,71.37,
1067,1706,158,2024-07-02,APROBADO,88.65,
1068,1708,130,2024-07-06,APROBADO,70.83,
1069,1709,98,2024-07-02,RETIRADO,,2024-09-10
1070,1710,126,2024-07-12,REPROBADO,39.79,
1071,1711,111,2024-07-08,APROBADO,92.41,
1072,1712,158,2024-07-12,APROBADO,96.2,
1073,1713,142,2024-07-12,APROBADO,71.81,
1074,1714,133,2024-07-10,APROBADO,84.47,
1075,1718,97,2024-07-12,APROBADO,98.39,
1076,1720,137,2024-07-12,RETIRADO,,2024-08-24
1077,1721,124,2024-07-03,REPROBADO,67.02,
1078,1723,153,2024-07-03,REPROBADO,57.88,
1079,1725,88,2024-07-08,APROBADO,91.95,
1080,1726,157,2024-07-12,APROBADO,92.2,
1081,1728,123,2024-07-04,APROBADO,72.59,
1082,1731,112,2024-07-10,APROBADO,84.73,
1083,1734,92,2024-07-07,APROBADO,78.1,
1084,1735,120,2024-07-04,REPROBADO,38.97,
1085,1736,138,2024-07-03,REPROBADO,32.22,
1086,1737,97,2024-07-09,APROBADO,94.14,
1087,1743,124,2024-07-08,APROBADO,95.01,
1088,1745,94,2024-07-06,APROBADO,77.61,
1089,1746,112,2024-07-08,REPROBADO,28.01,
1090,1747,157,2024-07-09,REPROBADO,65.83,
1091,1748,147,2024-07-10,RETIRADO,,2024-08-19
1092,1753,90,2024-07-03,APROBADO,84.64,
1093,1754,160,2024-07-11,APROBADO,74.76,
1094,1756,102,2024-07-06,APROBADO,96.12,
1095,1759,148,2024-07-07,RETIRADO,,2024-09-14
1096,1761,161,2024-07-06,REPROBADO,20.57,
1097,1762,115,2024-07-08,APROBADO,74.43,
1098,1763,106,2024-07-04,RETIRADO,,2024-08-10
1099,1769,152,2024-07-08,APROBADO,87.05,
1100,1774,137,2024-07-05,REPROBADO,33.82,
1101,1775,83,2024-07-09,APROBADO,88.9,
1102,1776,130,2024-07-05,APROBADO,87.92,
